radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
259.905371,0.514,62.267871,0.442,17.305,0.193,1,17.754,0.198,1,NA,NA,0,17.307,0.074,1,16.851,0.135,1,NA,NA,0,NA,NA,0,NA,NA,0
259.906463,0.135,62.224961,0.096,14.224,0.009,2,15.075,0.001,2,NA,NA,0,14.622,0.011,2,13.965,0.02,2,13.695,0.011,2,NA,NA,0,NA,NA,0
259.907145,0.136,62.25283,0.116,13.448,0.023,2,14.079,0.002,2,NA,NA,0,13.703,0.032,2,13.294,0.033,2,13.16,0.001,2,NA,NA,0,NA,NA,0
259.90979,0.323,61.92703,0.143,13.933,0.005,2,14.622,0.019,2,NA,NA,0,14.202,0.03,2,13.63,0.021,2,13.45,0.036,2,NA,NA,0,NA,NA,0
259.910495,0.369,61.937994,0.239,16.981,0.14,1,17.584,0.175,1,NA,NA,0,17.657,0.11,1,17.224,0.196,1,NA,NA,0,NA,NA,0,NA,NA,0
259.920749,0.48,62.112604,0.085,NA,NA,0,NA,NA,0,NA,NA,0,17.686,0.104,1,17.221,0.17,1,NA,NA,0,NA,NA,0,NA,NA,0
259.928496,0.353,62.275672,0.149,15.359,0.078,1,15.953,0.121,1,NA,NA,0,15.546,0.058,1,NA,NA,0,15.169,0.103,1,NA,NA,0,NA,NA,0
259.934206,0.21,62.364215,0.162,15.428,0.051,2,16.115,0.047,2,NA,NA,0,15.713,0.021,2,15.098,0.034,2,14.943,0.003,2,NA,NA,0,NA,NA,0
259.939214,0.259,62.180163,0.189,16.205,0.095,2,16.524,0.007,2,NA,NA,0,16.262,0.046,2,15.863,0.023,2,15.622,0.08,2,NA,NA,0,NA,NA,0
259.941176,0.527,62.21942,0.297,NA,NA,0,NA,NA,0,NA,NA,0,16.99,0.053,1,16.525,0.092,1,16.102,0.153,1,NA,NA,0,NA,NA,0
259.95363,0.481,62.144389,0.233,17.045,0.137,1,17.695,0.181,1,NA,NA,0,17.392,0.081,1,16.909,0.132,1,NA,NA,0,NA,NA,0,NA,NA,0
259.968654,0.364,61.867089,0.219,15.437,0.056,2,15.826,0.015,2,NA,NA,0,15.514,0.034,2,15.307,0.012,2,15.324,0.009,2,NA,NA,0,NA,NA,0
259.97024,0.245,61.946155,0.23,NA,NA,0,NA,NA,0,NA,NA,0,17.815,0.114,1,16.984,0.156,1,NA,NA,0,NA,NA,0,NA,NA,0
259.974137,0.561,62.103603,0.27,16.877,0.129,1,17.646,0.175,1,NA,NA,0,17.377,0.08,1,16.191,0.078,1,15.925,0.145,1,NA,NA,0,NA,NA,0
259.979726,0.364,62.05182,0.163,NA,NA,0,NA,NA,0,NA,NA,0,16.574,0.113,2,15.53,0.039,2,15.002,0.047,2,NA,NA,0,NA,NA,0
259.980198,0.36,62.200586,0.137,NA,NA,0,NA,NA,0,NA,NA,0,17.893,0.119,1,16.61,0.106,1,15.882,0.139,1,NA,NA,0,NA,NA,0
259.984768,0.552,62.123554,0.684,NA,NA,0,NA,NA,0,NA,NA,0,17.153,0.069,1,16.513,0.1,1,16.62,0.251,1,NA,NA,0,NA,NA,0
259.997896,0.3,62.386678,0.154,16.668,0.101,1,17.205,0.115,1,NA,NA,0,16.931,0.052,1,16.269,0.076,1,16.168,0.171,1,NA,NA,0,NA,NA,0
259.998422,0.163,61.986306,0.139,14.811,0.034,2,15.52,0.018,2,NA,NA,0,15.09,0.043,2,14.737,0.068,2,14.516,0.023,2,NA,NA,0,NA,NA,0
260.00005,0.396,62.360635,0.247,NA,NA,0,NA,NA,0,NA,NA,0,16.987,0.057,1,16.563,0.097,1,NA,NA,0,NA,NA,0,NA,NA,0
260.000328,0.372,62.044264,0.367,16.756,0.118,1,17.275,0.136,1,NA,NA,0,17.23,0.071,1,16.413,0.093,1,16.587,0.271,1,NA,NA,0,NA,NA,0
260.004128,0.071,62.000086,0.101,12.178,0.008,2,13.538,0.007,2,NA,NA,0,12.832,0.02,2,11.72,0.028,2,11.247,0.013,2,NA,NA,0,NA,NA,0
260.006776,0.201,61.934118,0.081,15.258,0.031,1,16.319,0.055,1,NA,NA,0,15.761,0.02,1,14.873,0.023,1,14.559,0.042,1,NA,NA,0,NA,NA,0
260.007897,0.393,62.035485,0.499,NA,NA,0,NA,NA,0,NA,NA,0,17.575,0.094,1,16.267,0.083,1,15.717,0.125,1,NA,NA,0,NA,NA,0
260.016183,0.168,61.956707,0.171,14.7,0.036,2,15.386,0.001,2,NA,NA,0,15.059,0.024,2,14.482,0.03,2,14.252,0.02,2,NA,NA,0,NA,NA,0
260.018001,0.298,62.127609,0.106,NA,NA,0,NA,NA,0,NA,NA,0,17.77,0.132,1,16.633,0.119,1,15.726,0.128,1,NA,NA,0,NA,NA,0
260.020156,0.195,62.373737,0.183,14.981,0.023,2,15.604,0.022,2,NA,NA,0,15.25,0.019,2,14.735,0.037,2,14.559,0.019,2,NA,NA,0,NA,NA,0
260.028077,0.295,62.417314,0.245,NA,NA,0,NA,NA,0,NA,NA,0,17.854,0.111,1,NA,NA,0,15.642,0.112,1,NA,NA,0,NA,NA,0
260.029766,0.03,61.954152,0.063,10.852,0.024,2,11.485,0.019,2,NA,NA,0,11.13,0.019,2,10.681,0.032,2,10.516,0.014,2,NA,NA,0,NA,NA,0
260.035618,0.162,61.864778,0.137,13.776,0.009,2,14.585,0.025,2,NA,NA,0,14.09,0.025,2,13.478,0.027,2,13.199,0.006,2,NA,NA,0,NA,NA,0
260.037432,0.408,61.873189,0.291,15.609,0.057,2,16.36,0.042,2,NA,NA,0,15.868,0.069,2,15.313,0.047,2,15.125,0.009,2,NA,NA,0,NA,NA,0
260.038887,0.147,62.047011,0.337,15.574,0.069,2,16.425,0.019,2,NA,NA,0,15.928,0.023,1,15.294,0.033,1,14.977,0.061,1,NA,NA,0,NA,NA,0
260.040424,0.202,62.09378,0.217,14.79,0.016,2,15.345,0.006,2,NA,NA,0,15.016,0.033,2,14.633,0.024,2,14.446,0.007,2,NA,NA,0,NA,NA,0
260.040882,0.588,62.084809,0.23,16.112,0.104,2,16.571,0.201,2,NA,NA,0,16.469,0.099,2,15.853,0.068,2,15.566,0.013,2,NA,NA,0,NA,NA,0
260.041311,0.599,61.998096,0.36,16.741,0.106,1,17.411,0.145,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
260.044826,0.106,61.918025,0.194,14.173,0.025,2,14.892,0.031,2,NA,NA,0,14.45,0.012,2,13.964,0.059,2,13.763,0.044,2,NA,NA,0,NA,NA,0
260.050686,0.059,62.131099,0.045,12.617,0.024,2,13.701,0.015,2,NA,NA,0,13.096,0.021,2,12.287,0.035,2,11.986,0.01,2,NA,NA,0,NA,NA,0
260.052213,0.177,61.891612,0.58,NA,NA,0,NA,NA,0,NA,NA,0,18.008,0.139,1,16.987,0.15,1,NA,NA,0,NA,NA,0,NA,NA,0
